"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1S019106","63058","MARKO VILLAS CONDO","Broward","2101 S ATLANTIC AVE, COCOA BEACH, FL 32931-2251","33","12/20/1972","Approved","Recorded","MA00004960","MARKO VILLAS CONDO ASSOC","","2350 DAIRY ROAD","WEST MELBOURNE","FL","32904"
"PR1S019121","63067","PLANTATION ROYAL SEC I","Broward","6901 W CYPRESS RD, PLANTATION, FL 33317-2301","64","12/10/1974","Approved","Recorded","MA00008630","PLANTATION ROYAL CONDO ASSOC INC SEC #1","","6901 -6903 CYPRESS RD","PLANTATION","FL","33317"
"PR1S019151","63087","WESTCHESTER HOUSE","Broward","3080 N.E. 47TH COURT, FORT LAUDERDALE, FL 33308-5343","38","09/05/1967","Approved","Recorded","MA00012971","WESTCHESTER HOUSE ASSN INC","","3800 INVERRARY BLVD","LAUDERHILL","FL","33319"
"PR1S019188","63108","CAMDEN E","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","01/01/1975","Approved","Recorded","MA00007220","CAMDEN E CONDO ASSN.","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S019205","63118","OXFORD 400 CONDO","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","40","11/12/1971","Approved","Recorded","MA00009960","OXFORD 400 CONDO ASSN INC","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S019245","63146","TREVI COURT (FOUNTAINS CONDO #2)","Palm Beach","4341-4413 TREVI COURT, LAKE WORTH, FL 33463","180","01/20/1975","Approved","Recorded","MA00011548","FOUNTAINS CONDO ASSN #2","C/O GRS COMMUNITY MANAGEMENT","3900 WOODLAKE BLVD, SUITE 309","LAKE WORTH","FL","33463"
"PR1S021815","64178","IMAGES AT PEMBROKE POINTE CONDO NO. 19","Broward","NW 103 STREET, PEMBROKE PINES, FL 33026","4","08/19/1991","Approved","Recorded","MA00020241","IMAGES AT PEMBROKE POINTE CONDO NO 19 ASSN INC","C/O T&G MANAGEMENT SERVICES, INC","18001 OLD CUTLER RD, STE 643","PALMETTO BAY","FL","33157"
"PR1S021877","64201","HELM CONDO THE","Palm Beach","753 HUMMINGBIRD WAY, NORTH PALM BEACH, FL 33408","6","12/31/1991","Approved","Recorded","MA00020308","HELM CONDO ASSN, INC","C/O WILLIAM J. CHANDLER","753 HUMMINGBIRD WAY","NORTH PALM BEACH","FL","33408"
"PR1S021973","64238","REFLECTIONS CONDO 3","Broward","NOB HILL ROAD, SUNRISE, FL 33351","52","12/27/1991","Approved","Recorded","MA00020397","REFLECTIONS CONDO 3 ASSN INC","C/O WILLIAM LYON PROPERTY MGMT","4901 BIRCH ST","NEWPORT BEACH","CA","92660"
"PR1S014391","60177","YACHTSMAN'S COVE TOWNHOUSE CONDO","Palm Beach","1000 BELAIR DRIVE, HIGHLAND BEACH, FL 33487-4274","7","04/21/1983","Approved","Recorded","MA00011718","YACHTSMAN'S COVE TOWNHOUSE CONDO ASSN INC","","2745 CRABTREE LANE","NORTHBROOK","IL","60062"
"PR1S014518","60223","LA MIRADA AT BOCA POINTE CONDO NO. 6","Palm Beach","7698 LA MIRADA DRIVE, BOCA RATON, FL 33433-6953","24","03/11/1986","Approved","Recorded","MA00005763","LA MIRADA AT BOCA POINTE CONDO #6 INC","C/O CREST MANAGMENT GROUP","6413 CONGRESS AVENUE, SUITE #100","BOCA RATON","FL","33487"
"PR1S014527","60231","COLONIAL CLUB SEC. 2","Palm Beach","26 COLONIAL CLUB DR, BOYNTON BEACH, FL 33435-8301","234","01/13/1972","Approved","Recorded","MA00014169","COLONIAL CLUB CONDO ASSN SEC 11 INC","","26 COLONIAL CLUB DRIVE","BOYNTON BEACH","FL","33435"
"PR1S014553","60246","BOCA RIDGE PARK CONDO","Palm Beach","9400 GLADES RD, BOCA RATON, FL 33434-3910","77","01/30/1984","Approved","Recorded","MA00001087","BOCA RIDGE PARK CONDO ASSN INC","C/O CREST MANAGEMENT INC","6413 CONGRESS AVE","BOCA RATON","FL","33487"
"PR1S014676","60283","AMBASSADOR AT HAMPTONS WEST CONDO, THE","Broward","1145 HAMPTONS BOULEVARD, NORTH LAUDERDALE, FL 33108","58","09/05/1984","Approved","Recorded","MA73251","HAMPTTONS WEST MASTER ASSOC, INC","","8050 HAMPTON BLVD","NORTH LAUDERDALE","FL","33068"
"PR1S014863","60368","BELFORT CONDO R","Broward","BELFORT CIRCLE, TAMARAC, FL 33321","32","05/04/1988","Approved","Recorded","MA00008276","BELFORT CONDO R ASSN INC","C/O CCM, INC","7124 N NOB HILL RD","TAMARAC","FL","33321"
"PR1S014867","60372","CLAIRMONT CONDO D","Broward","10461-10537 CLAIRMONT CIR, TAMARAC, FL 33321","24","01/01/1987","Approved","Recorded","MA00010755","CLAIRMONT CONDO D ASSN INC","C/O CAMPBELL PROPERTY MANAGEMENT","8010 N UNIVERSITY DRIVE","TAMARAC","FL","33321"
"PR1S015081","60439","VILLA NOVA, A CONDO","Palm Beach","3505 SOUTH OCEAN BOULEVARD, HIGHLAND BEACH, FL 33487-3330","24","06/30/1987","Approved","Recorded","MA00008986","VILLA NOVA CONDO ASSN OF HIGHLAND BEACH INC","","3505 S OCEAN BLVD","HIGHLAND BEACH","FL","33487"
"PR1S016169","61088","CANTERBURY D","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","01/01/1973","Approved","Recorded","MA00011768","CANTERBURY D ASSN., INC.","C/O JOHN HESS","81 CANTERBURY DR","WEST PALM BEACH","FL","33417"
"PR1S016277","61157","BOCA TEECA #6","Palm Beach","6699 N.W. 2ND AVENUE #6, BOCA RATON, FL 33487-3037","117","12/01/1973","Approved","Recorded","MA00011240","BOCA TEECA CONDO #6 INC","","1967 10TH AVENUE NORTH","LAKE WORTH","FL","33480"
"PR1S016281","61159","DOVER CONDO","Palm Beach","DOVER B-129 C.V., WEST PALM BEACH, FL 33409","240","01/01/1973","Approved","Recorded","MA00003656","DOVER CONDO ASSN","C/O SEACREST SERVICES","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016301","61176","ORIOLE GOLF AND TENNIS CLUB CONDO #1-G","Broward","7777 GOLF CIRCLE DR, MARGATE, FL 33063-7302","36","12/03/1973","Approved","Recorded","MA00010547","ORIOLE GOLF & TENNIS CLUB CONDO 1-G ASSN","","7777 GOLF CIRCLE DRIVE","MARGATE","FL","33063"
"PR1S016331","61201","COVENTRY F","Palm Beach","CENTURY VLG, WEST PALM BEACH, FL 33409-6079","24","01/01/1976","Approved","Recorded","MA00015407","COVENTRY F ASSOC INC","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016455","61282","PLAZA EAST","Broward","4300 N OCEAN BLVD, FORT LAUDERDALE, FL 33308-5944","266","01/01/1968","Approved","Recorded","MA00013774","PLAZA EAST ASSOC INC","","4300 N OCEAN BLVD","FORT LAUDERDALE","FL","33308-5944"
"PR1S016482","61296","FOUR-HUNDRED ONE WORTH CONDO","Palm Beach","401 WORTH AVE, PALM BEACH, FL 33480-4513","6","01/01/1978","Approved","Recorded","MA00004263","FOUR HUNDRED ONE WORTH CONDO ASSN INC","","401 WORTH AVE","PALM BEACH","FL","33480-4513"
"PR1S016505","61308","FAIRWAYS RIVIERA","Broward","250 DIPLOMAT PARKWAY, HALLANDALE, FL 33009-3724","238","02/25/1970","Approved","Recorded","MA00000178","FAIRWAYS RIVIERA ASSN, INC","","250 DIPLOMAT PKWY","HALLANDALE BEACH","FL","33009"
"PR1S016665","61418","VENICE ISLE TOWER","Broward","155 ISLE OF VENICE DRIVE, FORT LAUDERDALE, FL 33301-1464","20","04/23/1973","Approved","Recorded","MA00001340","VENICE ISLE TOWER ASSOC.","","155 ISLE OF VENICE DRIVE","FORT LAUDERDALE","FL","33301"
"PR1S016697","61445","TOWNHOUSE VILLAS CONDO","Broward","1413 N 15TH AVE, HOLLYWOOD, FL 33020-3221","28","01/01/1971","Approved","Recorded","MA00002548","TOWNHOUSE VILLAS CONDO INC","C/O NESS PROPERTY MANAGEMENT GROUP, INC","11528 WEST STATE ROAD 84, SUITE 1835","DAVIE","FL","33325"
"PR1S016738","61472","MAJESTIC GARDENS D","Broward","4041 NW 16TH ST, LAUDERHILL, FL 33313-5836","44","04/13/1972","Approved","Recorded","MA00008254","MAJESTIC GARDENS D ASSOC.","","4047 N.W. 16TH STREET","LAUDERHILL","FL","33313"
"PR1S016815","61515","BOCA TEECA #5","Palm Beach","6461 N.W. 2ND AVENUE #5, BOCA RATON, FL 33487-3028","79","07/01/1973","Approved","Recorded","MA00000417","BOCA TEECA CONDO #5 INC","","6461 NW 2ND AVE #5","BOCA RATON","FL","33487-3028"
"PR1S016836","61532","PENTHOUSE HIGHLANDS","Palm Beach","3100 S OCEAN BLVD, HIGHLAND BEACH, FL 33487-2501","82","10/03/1969","Approved","Recorded","MA00001110","PENTHOUSE HIGHLANDS ASSOC INC","","3100 S OCEAN BLVD","HIGHLAND BEACH","FL","33487-2501"
"PR1S016882","61566","COVENTRY E","Palm Beach","119 COVENTRY E, WEST PALM BEACH, FL 33417-6763","24","12/04/1975","Approved","Recorded","MA00004564","COVENTRY E ASSN INC CENTURY VILLAGE","C/O SEACREST SERVICES, INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016887","61571","ISLAND TOWERS","Palm Beach","311 EAST OCEAN AVENUE, LANTANA, FL 33462-3246","30","07/01/1965","Approved","Recorded","MA00015244","ISLAND TOWERS INC, A CONDOMINIUM ASSOCIATION","C/O CARVER GROUP ENTERPRISES","3070 S JOG RD","GREENACRES","FL","33467"
"PR1S016960","61623","SOUTHPOINT CONDO","Broward","3400 GALT OCEAN DR, FORT LAUDERDALE, FL 33308-7043","400","09/01/1974","Approved","Recorded","MA00001496","SOUTHPOINT CONDO ASSN INC","","3400 GALT OCEAN DR","FORT LAUDERDALE","FL","33308-7043"
"PR1S016966","61627","EDGEWOOD CONDO #7","Palm Beach","22725 S.W. 66TH AVENUE #7, BOCA RATON, FL 33428-5903","16","01/01/1972","Approved","Recorded","MA00003065","EDGEWOOD UNIT 7 ASSN","ATTN: EDSON RIBEIRO","22775 SW 66TH AVE #208","BOCA RATON","FL","33428"
"PR1S017021","61665","APPLE CREEK UNIT 3","Broward","100 N.W. 82ND AVENUE #3, PLANTATION, FL 33324-1834","46","04/19/1974","Approved","Recorded","MA00008806","APPLE CREEK UNIT THREE, INC.","C/O SOUTHEAST CONDO MANAGEMENT INC","2855 N UNIVERSITY DR","CORAL SPRINGS","FL","33065"
"PR1S017069","61697","EASTHAMPTON D","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","06/09/1969","Approved","Recorded","MA00006794","EASTHAMPTON D CONDO ASSN","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S017208","61798","JUNO BY THE SEAS CONDO","Palm Beach","630 OCEAN DR, JUNO BEACH, FL 33408-1916","67","01/01/1971","Approved","Recorded","MA00010909","JUNO BY THE SEA CONDO ASSN SOUTH","","630 OCEAN DR","JUNO BEACH","FL","33408-1916"
"PR1S017276","61845","HILLCREST CC APTS #04","Broward","100 SOUTH HILLCREST COURT, HOLLYWOOD, FL 33021","41","01/01/1966","Approved","Recorded","MA00006199","HILLCREST NO. 4 CONDOMINIUM ASSOCIATION INC","","1000 HILLCREST COURT","HOLLYWOOD","FL","33021"
"PR1S017285","61848","WINDSOR E","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","01/01/1972","Approved","Recorded","MA00007222","WINDSOR E CONDO ASSN INC","C/O DIOLLENDORF","103 WINDSOR E","WEST PALM BEACH","FL","33417"
"PR1S017408","61928","NORTH GARDEN OF DEERFIELD","Palm Beach","700 SE 6TH AVE, DEERFIELD, FL 33441-4879","54","01/01/1973","Approved","Recorded","MA00015741","NORTH GARDEN CONDO OF DEERFIELD BEACH, INC.","C/O BENCHMARK PROPERTY MANAGEMENT","7932 WILES ROAD","CORAL SPRINGS","FL","33067"
"PR1S017464","61963","EDGEWOOD GREENS CONDO A","Broward","1621-1631 NW 46TH AVE., LAUDERHILL, FL 33313","50","01/01/1968","Approved","Recorded","MA00009608","EDGEWOOD GREENS CONDO A INC","","PO BOX: 9519","CORAL SPRINGS","FL","33075"
"PR1S017527","62012","VILLAGE ROYALE FOREST GREEN","Palm Beach","330 NE 26TH AVE, BOYNTON BEACH, FL 33435-2033","72","06/26/1974","Approved","Recorded","MA73086","VRG OWNERS LEAUGE, INC","","2505 NE 2ND COURT","BOYNTON BEACH","FL","33435"
"PR1S017581","62045","IMPERIAL CONDO","Broward","2829 N.E. 33RD COURT, FORT LAUDERDALE, FL 33306-2028","41","01/01/1969","Approved","Recorded","MA00004856","IMPERIAL CONDO, INC.","C/O M&M PROPERTY MGMT","1280 SW 36TH AVE, SUITE 305","POMPANO BEACH","FL","33069"
"PR1S017588","62048","NORTHAMPTON R","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","20","01/01/1973","Approved","Recorded","MA00005179","NORTHAMPTON R ASSOC INC CENTURY VILLAGE","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S017634","62080","TALLWOOD NORTH CONDO","Broward","1600 TALLWOOD AVE, HOLLYWOOD, FL 33021-7903","54","01/01/1972","Approved","Recorded","MA00005105","TALLWOOD NORTH CONDO ASSN,INC","","1600 TALLWOOD AVE","HOLLYWOOD","FL","33021-7903"
"PR1S017716","62137","CAMBRIDGE TOWERS","Broward","1601 S OCEAN DR, HOLLYWOOD, FL 33019-2403","63","06/30/1969","Approved","Recorded","MA00003825","CAMBRIDGE TOWERS CONDO INC","C/O MIRIAM ELIOPOULOS","1601 SOUTH OCEAN DRIVE","HOLLYWOOD","FL","33019"
"PR1S017725","62143","PINECREST CONDO","Palm Beach","5060 MICHIGAN AVE, WEST PALM BEACH, FL 33415-8112","32","07/01/1974","Approved","Recorded","MA00014915","PINECREST CONDO ASSN","","5116 MICHIGAN AVE #A","WEST PALM BEACH","FL","33415-8124"
"PR1S017763","62163","SAPPHIRE CONDO ASSN INC","Broward","4000 NW 44TH AVE, LAUDERDALE LAKES, FL 33319-4848","60","01/01/1972","Approved","Recorded","MA00011302","SAPPHIRE CONDO ASSN INC","C/O PHOENIX MANAGEMENT SERVICES","4800 N STATE ROAD 7, SUITE 105","LAUDERDALE LAKES","FL","33319"
"PR1S017823","62198","SUSSEX A","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","26","01/01/1974","Approved","Recorded","MA00008146","SUSSEX A CONDO ASSN., INC.","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S017866","62223","MARKHAM R OF CENTURY VILLAGE","Broward","CENTURY VILLAGE, DEERFIELD BEACH, FL 33441","24","09/25/1974","Approved","Recorded","MA00004106","MARKHAM R CONDO ASSN INC","C/O NELDA MITALY","2400 CENTRE PARK W DRIVE #175","WEST PALM BEACH","FL","33409"
"PR1S018014","62330","REGENCY TOWER SOUTH","Broward","3750 GALT OCEAN DR, FORT LAUDERDALE, FL 33308-7656","203","09/04/1970","Approved","Recorded","MA00004591","REGENCY TOWER SOUTH ASSN INC","","3750 GALT OCEAN DRIVE","FORT LAUDERDALE","FL","33308"
"PR1S018058","62363","PARADISE GARDENS IV","Broward","2200 TAYLOR ST, HOLLYWOOD, FL 33020-4454","21","05/20/1970","Approved","Recorded","MA00011528","PARADISE GARDENS IV CONDO ASSN","C/O ASSOCIATION SERVICES OF FLORIDA","10112 USA TODAY WAY","MIRAMAR","FL","33025"
"PR1S018078","62376","PARK SOUTH 5","Broward","1380 NW 43RD AVE, LAUDERHILL, FL 33313-5716","30","10/09/1968","Approved","Recorded","MA00005240","PARK SOUTH 5 INC","","1380 NW 43RD TER","LAUDERHILL","FL","33313-5742"
"PR1S018098","62389","PORTOFINO SOUTH","Palm Beach","3800 WASHINGTON RD, WEST PALM BEACH, FL 33405-2369","141","01/01/1971","Approved","Recorded","MA00015315","PORTOFINO SOUTH CONDO APTS ASSN INC","","3800 WASHINGTON RD","WEST PALM BEACH","FL","33405-2369"
"PR1S018141","62414","PETUNIA GARDENS CONDO","Broward","5171 W OAKLAND PARK BLVD, LAUDERDALE LAKES, FL 33313-1541","36","02/01/1971","Approved","Recorded","MA00003872","PETUNIA GARDENS CONDO INC","","8201 PETERS RD","PLANTATION","FL","33324"
"PR1S018202","62459","HASTINGS F","Palm Beach","CENTURY VILLAGE, W. PALM BEACH, FL 33409","16","01/01/1974","Approved","Recorded","MA00001625","HASTINGS F ASSN CENTURY VILLAGE","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018211","62466","COVENTRY J","Palm Beach","CENTURY VLG, WEST PALM BEACH, FL 33409-6079","24","01/01/1974","Approved","Recorded","MA00011266","COVENTRY J ASSOC","C/O SEACREST SERVICES INC","2101 CENTREPARK WEST DRIVE","WEST PALM BEACH","FL","33409"
"PR1S018335","62549","WATERFORD POINT","Broward","801 SOUTH FEDERAL HIGHWAY, POMPANO BEACH, FL 33062-6741","237","04/07/1972","Approved","Recorded","MA00012149","WATERFORD POINT CONDO APTS., INC.","C/O CAMPBELL PROPERTY MANAGEMENT","1215 E. HILLSBORO BLVD.","DEERFIELD BEACH","FL","33441"
"PR1S018375","62575","NORWICH CONDO J","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","01/01/1968","Approved","Recorded","MA00006192","NORWICH J CONDO ASSOC INC","C/O SEACREST SERVICES, INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018401","62592","OCEAN SUMMIT","Broward","4010 GALT OCEAN DR, FORT LAUDERDALE, FL 33308-6542","229","01/25/1965","Approved","Recorded","MA00012019","OCEAN SUMMIT ASSN INC","","4010 GALT OCEAN DR","FORT LAUDERDALE","FL","33308-6542"
"PR1S018437","62621","HAVEN HOUSE # 6","Broward","1480 NE 36TH ST #6, POMPANO BEACH, FL 33064-6272","36","01/01/1966","Approved","Recorded","MA00010842","HAVEN HOUSE #6, INC","","PO BOX 25354","TAMARAC","FL","33320"
"PR1S018511","62668","OAKRIDGE CONDO APTS","Broward","4441 SW 32ND AVE, FORT LAUDERDALE, FL 33312-6953","10","12/23/1970","Approved","Recorded","MA00013165","OAKRIDGE CONDO APTS INC","C/O DEMIR OGUS","4441 SW 32ND AVE","FT LAUDERDALE","FL","33312"
"PR1S015879","60897","BRIARWOOD CLUB 2","Broward","3535 BROKENWOODS DR, CORAL SPRINGS, FL 33065-1637","32","06/15/1970","Approved","Recorded","MA00003435","BRIARWOOD CLUB ASSN #2 INC","C/O STEVE BARLOW","3465 BROKEN WOODS DRIVE","CORAL SPRINGS","FL","33065"
"PR1S016250","61139","ANDOVER K","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33417","24","05/01/1978","Approved","Recorded","MA00006944","ANDOVER K ASSN","C/O SEACREST SERVICES, INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016261","61147","OAKLAND GROVE VILLAGE","Broward","649 W. OAKLAND PARK BLVD., OAKLAND PARK, FL 33311","152","01/01/1969","Approved","Recorded","MA00013479","OAKLAND GROVE VILLAGE INC","C/O EXCLUSIVE PROPERTY MANAGEMENT","2945 WEST CYPRESS CREEK ROAD","FORT LAUDERDALE","FL","33309"
"PR1S016592","61368","CASTLE #5","Broward","4821 NW 22ND CT #5, LAUDERHILL, FL 33313-3407","32","01/01/1974","Approved","Recorded","MA00012770","CASTLE #5 CONDO INC","","4821 NW 22ND COURT","LAUDERHILL","FL","33313"
"PR1S016923","61595","GOLDEN ISLES TOWER","Broward","126 GOLDEN ISLES DR, HALLANDALE, FL 33009-5807","40","01/02/1968","Approved","Recorded","MA00008211","GOLDEN ISLES TOWERS CONDO INC.","C/O GRANT PROPERTY MANAGEMENT","7124 NORTH NOB HILL ROAD","TAMARAC","FL","33321"
"PR1S017121","61740","SILVER THATCH INTRACOASTAL CONDOS","Broward","521 N RIVERSIDE DR, POMPANO BEACH, FL 33062-4724","90","11/01/1973","Approved","Recorded","MA00005615","SILVER THATCH INTRACOASTAL CONDO APTS INC","","521 N RIVERSIDE DR","POMPANO BEACH","FL","33062-4724"
"PR1S017827","62202","WINDSOR D","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","01/01/1972","Approved","Recorded","MA00012213","WINDSOR D CONDO ASSOC INC","C/O DOROTHY PIACENTE , PRESIDENT","81 WINDSOR D","WEST PALM BEACH","FL","33417-2413"
"PR1S018298","62521","BERMUDA CLUB 4","Broward","6299 NW 57TH ST, TAMARAC, FL 33319-2305","108","01/01/1973","Approved","Recorded","MA00000307","BERMUDA CLUB 4 ASSN INC","","6299 NW 57TH ST","TAMARAC","FL","33319-2305"
"PR1S018323","62539","WALTHAM A CONDO","Palm Beach","CENTURY BOULEVARD, WEST PALM BEACH, FL 33417-2262","24","04/06/1975","Approved","Recorded","MA00006566","WALTHAM A CONDO ASSN INC","C/O SEACREST SERVICES, INC","2101 CENTREPARK W DRIVE #110","WEST PALM BEACH","FL","33409"
"PR1S018716","62804","VALIANT HOUSE","Broward","801 SOUTH OCEAN DRIVE, HOLLYWOOD, FL 33019-2102","63","11/24/1970","Approved","Recorded","MA00011025","VALIANT HOUSE, CONDO ASSN OF","","801 SOUTH OCEAN DRIVE","HOLLYWOOD","FL","33019-2102"
"PR1S019271","63169","GARDEN AIRE VILLAS SOUTH","Broward","2350 NE 14TH ST, POMPANO BEACH, FL 33062-8201","125","03/11/1969","Approved","Recorded","MA00004113","GARDEN AIRE VILLAGE S.","C/O TAYLOR MADE PROPERTY MANAGEMENT","524 S DIXIE HWY WEST","POMPANO BEACH","FL","33060"
"PR1S010750","58856","BARWOOD CONDO II","Palm Beach","23279 BARWOOD LANE NORTH, BOCA RATON, FL 33428-6714","36","08/04/1977","Approved","Recorded","MA00012489","BARWOOD CONDO II ASSN INC","C/O ELITE PROPERTY MANAGEMENT","1515 N FEDERAL HWY #300","BOCA RATON","FL","33428"
"PR1S011004","58960","RUNAWAY BAY APTS","Broward","1625 SE 10TH AVE, FORT LAUDERDALE, FL 33316-2937","93","01/01/1974","Approved","Recorded","MA00004552","RUNAWAY BAY CONDO ASSN","","1625 SE 10TH AVE","FORT LAUDERDALE","FL","33316-2937"
"PR1S011026","58968","LANDINGS OF DELRAY BEACH, A CONDO (THE)","Palm Beach","790 ANDREWS AVENUE, DELRAY BEACH, FL 33483-7243","65","02/12/1982","Approved","Recorded","MA00007659","LANDINGS (THE) OF DELRAY BCH CONDO ASSN","","790 ANDREWS AVENUE","DELRAY BEACH","FL","33483"
"PR1S011272","59067","ROGERS EAST CONDO","Palm Beach","900 NE SPANISH RIVER BLVD, BOCA RATON, FL 33431-6103","18","02/04/1975","Approved","Recorded","MA00006877","ROGERS EAST CONDO INC","","600 SANDTREE DRIVE","PALM BEACH GARDENS","FL","33420"
"PR1S011304","59076","POINTE OVERLOOK CONDO","Palm Beach","OAKRIDGE CIRCLE, LANTANA, FL 33462","148","01/10/1974","Approved","Recorded","MA00000787","POINTE OVERLOOK CONDO ASSOC., INC.","C/O ALLIED PROPERTY MANAGEMENT GROUP","PO BOX 4579","HOUSTON","TX","77210"
"PR1S011504","59171","CASUARINA, A CONDO","Palm Beach","3450 S OCEAN BLVD, HIGHLAND BEACH, FL 33487-2558","54","03/26/1986","Approved","Recorded","","","","","","",""
"PR1S011666","59245","TREEHOUSE CONDO","Palm Beach","466 NE 5TH AVE, DELRAY BEACH, FL 33483-5633","3","06/04/1982","Approved","Recorded","MA00003848","TREEHOUSE OWNERS ASSN, INC","C/O KEVIN LOGAN","73 RIVER DRIVE","OCEAN RIDGE","FL","33435"
"PR1S011694","59255","BONAIRE VILLAGE AT WOODMONT #3, A CONDO","Broward","7660 NW 79TH AVENUE, TAMARAC, FL 33321","27","04/18/1985","Approved","Recorded","MA00006084","BONAIRE VILLAGE AT WOODMONT #3, INC","","9900 W SAMPLE ROAD #300","CORAL SPRINGS","FL","33065"
"PR1S012273","59356","PALM BEACH LEISUREVILLE SUMMERS LAKE #4","Palm Beach","701 SW LAKE CT, BOYNTON BEACH, FL 33426-5445","11","05/23/1978","Approved","Recorded","MA00004099","PALM BEACH LEISUREVILLE SUMMERS LAKE APTS 4 INC","","701 SW LAKE CT #105","BOYNTON BEACH","FL","33426-5445"
"PR1S012534","59452","ISLE OF SANDALFOOT CONDO 6","Palm Beach","9233 SW 8TH ST, BOCA RATON, FL 33428-6866","88","06/05/1980","Approved","Recorded","MA00013001","ISLE OF SANDALFOOT PH 6 CONDO ASSN","C/O BENCHMARK PROPERTY MANAGEMENT","7932 WILES ROAD","CORAL SPRINGS","FL","33067"
"PR1S012797","59578","SUMMERSONG VILLAS, A CONDO","Broward","2448 PIERCE ST, HOLLYWOOD, FL 33020-4310","9","10/19/1978","Approved","Recorded","MA00009973","SUMMERSONG VILLAS INC","","2438 PIERCE ST UNIT #4","HOLLYWOOD","FL","33020-4351"
"PR1S012991","59654","GREENS CONDO APARTMENTS, PHASE 2","Broward","8830 WEST MCNAB ROAD, TAMARAC, FL 33321-3627","97","05/09/1977","Approved","Recorded","MA00010742","GREENS CONDO PH 2 ASSN","","8830 W MCNAB RD","TAMARAC","FL","33321-3627"
