"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1S015556","60694","WHITEHALL","Palm Beach","2000 SOUTH OCEAN BOULEVARD, BOCA RATON, FL 33432-8001","163","01/07/1970","Approved","Recorded","MA00014813","WHITEHALL CONDO ASSOC., INC.","","2000 SOUTH OCEAN BOULEVARD","BOCA RATON","FL","33432-8001"
"PR1S015609","60728","CANTERBURY E","Palm Beach","CANTERBURY E 116, WEST PALM BEACH, FL 33409","26","04/01/1973","Approved","Recorded","MA00006790","CANTERBURY E ASSN","C/O PRUITT'S PROPERTY MANAGEMENT INC","PO BOX 540217","GREENACRES","FL","33454"
"PR1S019309","63201","BARCELONA CONDO NORTH","Broward","251 SOUTH CYPRESS ROAD, POMPANO BEACH, FL 33060-7023","240","09/26/1974","Approved","Recorded","MA00007347","BARCELONA CONDO NORTH INC","","251 S CYPRESS ROAD","POMPANO BEACH","FL","33060"
"PR1S019319","63210","BERMUDA HIGH","Palm Beach","2075 S OCEAN BLVD, DELRAY BEACH, FL 33483-6451","22","01/01/1967","Approved","Recorded","MA00012875","BERMUDA HIGH CONDO ASSN., INC.","C/O BOUTIQUE PROPERTY MGMT","455 NE 5TH AVENUE, SUITE D-281","DELRAY BEACH","FL","33483"
"PR1S019466","63296","WATERSEDGE @ THE LKS OF DELRAY CONDO E","Palm Beach","LAKES OF DELRAY BLVD, DELRAY BEACH, FL 33484","42","05/26/1988","Approved","Recorded","MA00016671","WATERSEDGE AT THE LAKES OF DELRAY CONDO E ASSN INC","C/O PHOENIX MANAGEMENT SERVICES","6131 LAKE WORTH ROAD, SUITE B","GREENACRES","FL","33463"
"PR1S019568","63334","PEMBRIDGE E CONDO","Palm Beach","LAKES OF DELRAY BLVD, DELRAY BEACH, FL 33484","40","11/18/1987","Approved","Recorded","MA00017170","PEMBRIDGE E CONDO ASSN INC","C/O PHIL CITTADINO MANAGEMENT","2950 NW COMMERCE PARK DRIVE","BOYNTON BEACH","FL","33426"
"PR1S019726","63383","TAMARAC GARDENS CONDO # 6","Broward","9664 W MCNAB RD, TAMARAC, FL 33321","28","01/01/1996","Approved","Recorded","MA00017951","TAMARAC GARDENS CONDO NO 6 ASSN INC","C/O WEST BROWARD COMMUNITY MANAGEMENT","820 S STATE RD 7","PLANTATION","FL","33317"
"PR1S020028","63469","BANYAN CONDOMINIUM","Palm Beach","LAS VERDES CIRCLE, DELRAY BEACH, FL 33444","72","11/06/1988","Approved","Recorded","MA00003063","BANYAN CONDO ASSN INC","C/O OXYGEN ASSOCIATION SERVICES LLC","361 EAST HILLSBORO BLVD","DEERFIELD BEACH","FL","33441"
"PR1S015673","60764","PARKSIDE MANOR A","Broward","170 SW 11TH AVE, HALLANDALE, FL 33009-5251","20","03/08/1973","Approved","Recorded","MA00013802","PARKSIDE MANOR CONDO A ASSN., INC.","","12485 SW 20TH STREET","DAVIE","FL","33325"
"PR1S015753","60816","LAKE PARK GARDENS 8","Broward","4760 N.W. 10TH COURT 8, PLANTATION, FL 33313-6550","10","12/04/1969","Approved","Recorded","MA00014911","LAKE PARK GARDENS #8 INC.","","PO BOX 25913","BROOKLYN","NY","11202-5913"
"PR1S015809","60856","BERKSHIRE G","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","20","06/28/1972","Approved","Recorded","MA00001028","BERKSHIRE G CONDO ASSN, INC","C/O SEACREST SERVICES, INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S015853","60880","OCEAN REEF TOWERS","Palm Beach","2066 N OCEAN BLVD, BOCA RATON, FL 33431-7802","54","10/20/1970","Approved","Recorded","MA00006173","OCEAN REEF TOWERS INC","","2066 N OCEAN BLVD","BOCA RATON","FL","33431-7802"
"PR1S015900","60914","LEISUREVILLE LAKE UNIT H","Palm Beach","1118 LAKE TER #H, BOYNTON BEACH, FL 33426-4213","38","01/12/1971","Approved","Recorded","MA00009084","LEISUREVILLE LAKE UNIT H CONDOMINIUM ASSOCIATION, INC.","C/O VICTORY ACCOUNTING SERVICES","PO BOX 243399","BOYNTON BEACH","FL","33424-3399"
"PR1S016005","60982","BERKSHIRE C","Palm Beach","BERKSHIRE C-53, WEST PALM BEACH, FL 33407","24","05/11/1972","Approved","Recorded","MA00008458","BERKSHIRE C ASSN","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016015","60989","ATLANTIC CLOISTERS","Palm Beach","1299 SOUTH OCEAN BOULEVARD, BOCA RATON, FL 33432-7724","84","11/19/1962","Approved","Recorded","MA00001818","ATLANTIC CLOISTERS ASSN INC","","500 S AUSTRALIAN AVE","WEST PALM BEACH","FL","33401"
"PR1S016059","61019","FARNHAM L CONDO.","Broward","CENTURY VILLAGE, DEERFIELD BEACH, FL 33441","24","07/16/1974","Approved","Recorded","MA00007164","FARNHAM L CONDO ASSN","","410 S. MILITARY TRAIL","DEERFIELD BEACH","FL","33442"
"PR1S016087","61036","SUSSEX K","Palm Beach","CENTURY BLVD, WEST PALM BEACH, FL 33417-2262","20","01/01/1975","Approved","Recorded","MA00002448","SUSSEX K CONDO ASSN INC CENTURY VILLAGE","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S016153","61077","MARKHAM L OF CENTURY VILLAGE","Broward","CENTURY VILLAGE, DEERFIELD BEACH, FL 33441","24","01/22/1975","Approved","Recorded","MA00002391","MARKHAM L CONDO ASSN INC","","410 S MILITARY TRAIL","DEERFIELD BEACH","FL","33442"
"PR1S020317","63614","COLONY CONDO APTS","Palm Beach","80 CELESTIAL WAY, JUNO BEACH, FL 33408-2328","33","06/14/1968","Approved","Recorded","MA00018884","COLONY CONDO ASSN INC","","80 CELESTIAL WAY","JUNO BEACH ","FL","33408"
"PR1S020433","63662","GOLFVIEW ARMS, INC.","Broward","9900 W. SAMPLE RD. STE. 202, CORAL SPRINGS, FL 33065","20","01/07/1974","Approved","Recorded","MA00018991","GOLFVIEW ARMS INC","C/O THE LANCE MANAGEMENT CORP INC","9900 WEST SAMPLE RD","CORAL SPRINGS","FL","33446"
"PR1S020445","63670","WATERSEDGE @ THE LKS OF DELRAY CONDO G","Palm Beach","LAKES OF DELRAY BLVD, DELRAY BEACH, FL 33484","42","10/31/1989","Approved","Recorded","MA00019068","WATERSEDGE AT THE LAKES OF DELRAY CONDO G ASSN INC","C/O PHOENIX MANAGEMENT SERVICES","6131 LAKE WORTH RD","GREENACRES","FL","33463"
"PR1S020763","63790","SEA RANCH CLUB OF BOCA III, A CONDO.","Palm Beach","4301 NORTH OCEAN BOULEVARD, BOCA RATON, FL 33431","142","07/25/1990","Approved","Recorded","MA00000466","SEA RANCH CLUB OF BOCA CONDO ASSN INC","ATTN:  MANAGEMENT OFFICE","4301 N OCEAN BLVD","BOCA RATON","FL","33431"
"PR1S021054","63886","VILLA COSTA CONDO","Palm Beach","3210 SOUTH OCEAN BOULEVARD, HIGHLAND BEACH, FL 33487","36","02/27/1991","Approved","Recorded","MA00019616","VILLA COSTA CONDO ASSOC., INC.","","3210 SOUTH OCEAN BLVD.","HIGHLAND BEACH","FL","33487"
"PR1S021164","63922","GARDEN COVE CONDO","Palm Beach","531 W. KAMLIA DRIVE, LAKE PARK, FL 33403","14","03/14/1973","Approved","Recorded","MA00019700","GARDEN COVE CONDOMINIUM","C/O GRANT PROPERTY MANAGEMENT","851 BROKEN SOUND PARKWAY NW","BOCA RATON","FL","33487"
"PR1S021210","63929","ETON HALL CONDO","Broward","4341 NW 16 ST, LAUDERHILL, FL 33313","33","11/19/1968","Approved","Recorded","MA00019712","ETON HALL CONDO CORP., INC.","","4341 N.W. 16 STREET","LAUDERHILL","FL","33313"
"PR1S021214","63933","PINE GARDENS CONDO ASSN","Palm Beach","404 FERN ST APT 3A, JUPITER, FL 33458","12","05/17/1974","Approved","Recorded","MA00019714","PINE GARDENS CONDO ASSN","","402 #2A FERN STREET","JUPITER","FL","33458"
"PR1S021534","64077","ALHAMBRA PALACE CONDOS","Broward","322 MONROE STREET, HOLLYWOOD, FL 33020","14","01/02/1991","Approved","Recorded","MA00019994","ALHAMBRA PALACE CONDO ASSN INC","","321 MADISON ST","HOLLYWOOD","FL","33019"
"PR1S021868","64196","DEVON CONDO G","Broward","7392-7462 N DEVON DR, TAMARAC, FL 33321","36","08/07/1992","Approved","Recorded","MA00020299","DEVON CONDO G ASSN INC","C/O PHOENIX MANAGEMENT SERVICES","7680 N NOBHILL ROAD","TAMARAC","FL","33321"
"PR1S022164","64312","SPRING LAKE VILLAS #1 CONDO","Broward","141 N.W. 41 COURT, POMPANO BEACH, FL 33064","28","09/30/1966","Approved","Recorded","MA00020576","SPRING LAKE VILLAS #1 ASSOCIATION","C/O","4321 NW 1ST TERRACE","POMPANO BEACH","FL","33064"
"PR1S022186","64318","CROMWELL EAST CONDO","Broward","1777 S.E. 15TH STREET, FORT LAUDERDALE, FL 33316","103","04/01/1974","Approved","Recorded","MA00020596","CROMWELL EAST, INC.","","1777 SOUTH EAST 15TH STREET","FORT LAUDERDALE","FL","33316"
"PR1S022270","64340","MAPLE LEAF VILLAS CONDOS","Palm Beach","227 CASTLEWOOD DRIVE, NORTH PALM BEACH, FL 33408-5676","14","06/16/1977","Approved","Recorded","MA00020658","MAPLE LEAF VILLAS CONDO ASSOC., INC.","C/O RODNEY JOHNSON","227 CASTLEWOOD DR","PALM BEACH GARDENS","FL","33408"
"PR1S015694","60774","EMERALD GREEN SEC 4","Broward","3501 KEYSER AVE, HOLLYWOOD, FL 33021-2459","18","05/12/1972","Approved","Recorded","MA00001941","EMERALD GREEN SEC 4 INC.","C/O JL & A MGMT GROUP","741 PETUNIA DRIVE","PLANTATION","FL","33317"
"PR1S016880","61564","STRATFORD L CONDO","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","14","05/17/1973","Approved","Recorded","MA00006432","STRATFORD L CONDO ASSN.","C/O SEACREST SERVICE INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S017237","61821","PELL MANOR # 3","Broward","2458 POLK ST #3, HOLLYWOOD, FL 33020-4338","19","01/01/1967","Approved","Recorded","MA00010059","PELL MANOR #3","C/O VICKY CASTELLANOS-TREASURER","2458 POLK STREET #103","HOLLYWOOD","FL","33020"
"PR1S020933","63836","WATERSEDGE @ THE LKS OF DELRAY CONDO H","Palm Beach","LAKES OF DELRAY BLVD, DELRAY BEACH, FL 33484","42","10/18/1989","Approved","Recorded","MA00019501","WATERSEDGE AT THE LAKES OF DELRAY CONDO H ASSN INC","C/O WEST BROWARD COMMUNITY MANAGEMENT","820 SOUTH STATE ROAD 7","PLANTATION","FL","33317"
"PR1S021850","64189","IMAGES AT PEMBROKE POINTE CONDO NO. 05","Broward","N.W. 108TH AVENUE, PEMBROKE PINES, FL 33026","4","07/22/1991","Approved","Recorded","MA00020279","IMAGES AT PEMBROKE POINTE CONDO #5 ASSN INC","C/O T&G MANAGEMENT SERVICES, INC","18001 OLD CUTLER RD, STE 643","PALMETTO BAY","FL","33157"
"PR1S015483","60646","CHATHAM Q","Palm Beach","352 CHATHAM Q, WEST PALM BEACH, FL 33417-1854","16","01/01/1974","Approved","Recorded","MA00007746","CHATHAM Q CONDO ASSN INC","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S015525","60675","BARTON HOUSE NORTH CONDO","Palm Beach","803 NORTH RIDGE ROAD #1, LANTANA, FL 33462-1441","7","01/01/1965","Approved","Recorded","MA00002052","BARTON HOUSE NORTH CONDO ASSN","","803 N RIDGE ROAD #3","LANTANA","FL","33462"
"PR1S015540","60683","SUSSEX L","Palm Beach","CENTURY BLVD, WEST PALM BEACH, FL 33417-2262","24","05/20/1974","Approved","Recorded","MA00013297","SUSSEX L CONDO ASSN","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR #110","WEST PALM BEACH","FL","33409"
"PR1S015554","60692","BARRTON, THE","Palm Beach","555 S.E. 6TH AVENUE, DELRAY BEACH, FL 33483-5252","103","04/01/1972","Approved","Recorded","MA00006633","BARRTON APARTMENTS, INC., THE","","555 S.E. 6TH AVENUE","DELRAY BEACH","FL","33483-5252"
"PR1S009614","58441","SAND PEBBLE CONDO","Broward","1907 NE 4TH ST, DEERFIELD BEACH, FL 33441-3770","8","07/14/1980","Approved","Recorded","MA73344","SAND PEBBLE CONDOMINIUM ASSOCIATION, INC.","","1907 NE 4TH ST","DEERFIELD BEACH","FL","33441"
"PR1S009823","58525","IMPERIAL VILLAS CONDO #6","Palm Beach","2701 PONCE DE LEON BLVD. #6, DELRAY BEACH, FL 33445-5822","202","11/29/1973","Approved","Recorded","MA00001271","IMPERIAL VILLAS CONDO ASSN INC","","806 S MILITARY TRAIL","DEERFIELD BEACH","FL","33442"
"PR1S010560","58810","SUNRAY CONDO THE","Palm Beach","300 SOUTHWIND CT, NORTH PALM BEACH, FL 33408-5335","4","04/01/1979","Approved","Recorded","MA00007584","SUNRAY ASSN INC","","4606 BONTIA DR","PALM BEACH GARDENS","FL","33410"
"PR1S010629","58827","VILLAGE GREEN TRAFALGAR, A CONDO","Palm Beach","S SPRINGDALE BLVD, PALM SPRINGS, FL 33461","55","08/20/1980","Approved","Recorded","MA00011925","REGAL PALMS CONDO ASSOC","","3500 SPRINGDALE BLVD","PALM SPRINGS","FL","33461"
"PR1S019473","63299","LUCERNE PARK CONDO NO. 10","Palm Beach","3200 LUCERNE PARK DR, LAKE WORTH, FL 33467-2020","24","10/19/1987","Approved","Recorded","MA00016678","LUCERNE PARK CONDO ASSN. NO. 10, INC.","","2950 JOG RD","GREENACRES","FL","33467"
"PR1S019701","63372","CLAIRMONT CONDO H","Broward","10603-10667 W CLAIRMONT CIRCLE, TAMARAC, FL 33321","33","09/23/1988","Approved","Recorded","MA00017717","CLAIRMONT CONDO H ASSN, INC.","","8010  NORTH UNIVERSITY DRIVE","TAMARAC","FL","33321"
"PR1S015877","60896","SUBURBANITE APTS","Broward","3701 TYLER ST, HOLLYWOOD, FL 33021-6826","32","01/01/1961","Approved","Recorded","MA00005669","SUBURBANITE CONDO ASSN INC","","3701 TYLER ST","HOLLYWOOD","FL","33021"
"PR1S015892","60908","SHEFFIELD F","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","26","06/21/1978","Approved","Recorded","MA00000933","SHEFFIELD F CONDO ASSN","","625 N FLAGLER DRIVE","WEST PALM BEACH","FL","33401"
"PR1S015894","60910","DORCHESTER K CONDO.","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","24","11/06/1973","Approved","Recorded","MA00009205","DORCHESTER K CONDO ASSN","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S015957","60954","MARKHAM P OF CENTURY VILLAGE","Broward","CENTURY VILLAGE, DEERFIELD BEACH, FL 33441","24","09/25/1974","Approved","Recorded","MA00014097","MARKHAM P CONDO ASSN INC","","2400 CENTRE PARK W DRIVE #175","WEST PALM BEACH","FL","33409"
"PR1S016030","60999","PARADISE GARDENS","Broward","2420 JOHNSON ST, HOLLYWOOD, FL 33020-3944","21","01/24/1969","Approved","Recorded","MA00010667","PARADISE GARDENS INC","","2420 JOHNSON STREET #307","HOLLYWOOD","FL","33020"
"PR1S016085","61034","MEADOWBROOK CONDO #10","Broward","400 NE 12TH AVE #10, HALLANDALE, FL 33009-4510","71","08/01/1975","Approved","Recorded","MA00007937","MEADOWBROOK CONDO ASSN BLDG 10 INC","","400 NE 12TH AVE","HALLANDALE","FL","33009-4510"
"PR1S016148","61073","CAMDEN J","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","26","09/01/1972","Approved","Recorded","MA00013955","CAMDEN J CONDO ASSN INC","C/O SEACREST SERVICES, INC","2101 CENTREPARK W DR #110","WEST PALM BEACH","FL","33409"
"PR1S020171","63562","FAIRFAX CONDO C","Broward","7310-7380 FAIRFAX DR., TAMARAC, FL 33321","36","04/04/1989","Approved","Recorded","MA00018716","FAIRFAX CONDO C ASSN., INC.","C/O J&L PROPERTY MANAGEMENT INC","10191 WEST SAMPLE RD","CORAL SPRINGS","FL","33065"
"PR1S020190","63570","LUCERNE PARK CONDO NO. TWENTY-SEVEN","Palm Beach","3064 LUCERNE PARK DR, LAKE WORTH, FL 33467-2029","16","06/22/1988","Approved","Recorded","MA00018734","LUCERNE PARK CONDO ASSN. NO. 27, INC.","","2950 S JOG ROAD","GREENACRES","FL","33467"
"PR1S020284","63604","JEFFERSON CONDO OF HOLLYWOOD","Broward","2005 JEFFERSON ST, HOLLYWOOD, FL 33020-6941","24","01/12/1968","Approved","Recorded","MA00018846","JEFFERSON CONDO OF HOLLYWOOD INC","C/O FRED HOCHSZTEIN","3475 SHERIDAN ST","HOLLYWOOD","FL","33021"
"PR1S020390","63645","SKANDIA APTS INC","Palm Beach","1732 2ND AVE N, LAKE WORTH, FL 33460","12","02/22/1980","Approved","Recorded","MA00018970","SKANDIA APARTMENTS, INC.","C/O ASSOCIATED PROP MGMT","8135 LAKE WORTH RD, SUITE B","LAKE WORTH","FL","33467"
"PR1S020441","63666","GARDENS OF SWEETWATER CONDO 2","Palm Beach","18266 COVINA WAY #202, BOCA RATON, FL 33498","8","03/16/1989","Approved","Recorded","MA00019065","GARDENS OF SWEETWATER CONDO 2 ASSN, INC","C/O MARSHALL KIRK, TREASURER","18266 COVINA WAY, UNIT 202","BOCA RATON","FL","33498"
"PR1S020466","63677","LAKE WINDWOOD CONDO XII","Palm Beach","TERRACE,WINDWOOD P.U.D., BOCA RATON, FL 33431","28","09/27/1989","Approved","Recorded","MA00019134","LAKE WINDWOOD CONDO XII ASSOC., INC.","C/O BOUTIQUE PROPERTY MGMT","455 NE 5TH AVENUE, SUITE D-281","DELRAY BEACH","FL","33483"
"PR1S020623","63742","EASTWIND OF ATLANTIS CONDO","Palm Beach","200 ORANGE TREE DRIVE, ATLANTIS, FL 33462","10","02/02/1990","Approved","Recorded","MA00019288","EASTWIND OF ATLANTIS CONDO ASSOC., INC.","C/O VICTORY ACCOUNTING SERVICES","1500 GATEWAY BLVD, SUITE 220","BOYNTON BEACH","FL","33426"
"PR1S015688","60771","HOLLY HOUSE, INC.","Palm Beach","728 NORTH RIDGE ROAD #19, LANTANA, FL 33462-1529","34","03/02/1966","Approved","Recorded","MA00014384","HOLLY HOUSE, INC.","","728 N RIDGE ROAD, BOX 11","LANTANA","FL","33462"
"PR1S015722","60791","OXFORD 300 CONDO","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","14","01/01/1970","Approved","Recorded","MA00014975","OXFORD 300 CONDO ASSN","C/O SEACREST SERVICES, INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S015777","60835","VILLAGE ROYALE GREENBROOK","Palm Beach","130 NE 26TH AVE, BOYNTON BEACH, FL 33435-1913","48","01/01/1973","Approved","Recorded","MA73086","VRG OWNERS LEAUGE, INC","","2505 NE 2ND COURT","BOYNTON BEACH","FL","33435"
"PR1S015272","60505","WINTHROP HOUSE, THE","Palm Beach","100 WORTH AVENUE, PALM BEACH, FL 33480-4447","121","01/06/1971","Approved","Recorded","MA00015072","WINTHROP HOUSE CONDO ASSOC INC","","100 WORTH AVE OFC","PALM BEACH","FL","33480-4447"
"PR1S010166","58641","SIXTEEN HUNDRED THIRTY-THIRTY TWO CONDO","Broward","1632 NW 8TH AVE, FORT LAUDERDALE, FL 33311-5538","2","10/07/1980","Approved","Recorded","MA73347","1630-32 CONDOMINIUM ASSOCIATION, INC","","1630-32 NORTHWEST 8TH AVE","FORT LAUDERDALE","FL","33311"
"PR1S010201","58656","GARDENS AT LAUDERHILL, THE","Broward","4181 NW 26TH ST, LAUDERHILL, FL 33313-2714","176","10/23/1973","Approved","Recorded","MA00000693","GARDENS AT LAUDERHILL CONDO INC, THE","","4800  N STATE RD 7","LAUDERDALE LAKES","FL","33319"
"PR1S010361","58730","PELICAN COVE CONDO","Broward","2625 NE 28TH CT, LIGHTHOUSE POINT, FL 33064-8248","4","12/22/1977","Approved","Recorded","MA73348","PELICAN COVE OF BROWARD COUNTY, INC","C/O JACQUELYNN BERG","2625 NE 28TH COURT","LIGHTHOUSE POINT","FL","33064-8248"
"PR1S009400","58375","WATERWAY TERRACE","Palm Beach","300 GOLFVIEW ROAD, NORTH PALM BEACH, FL 33408-3509","33","09/08/1980","Approved","Recorded","MA00006164","WATERWAY TERRACE ASSOC., INC.","","300 GOLFVIEW ROAD","NORTH PALM BEACH","FL","33408"
"PR1S009498","58412","SERENITY PLACE IV A CONDO","Broward","1501-1531 N.W. 45TH STREET, POMPANO BEACH, FL 33064","20","03/27/1985","Approved","Recorded","MA00003562","SERENITY PLACE IV CONDO ASSOC., INC.","C/O ALEX RIVERA, ASSN PRESIDENT","1501 NW 45TH STREET","DEERFIELD BEACH","FL","33064"
"PR1S009519","58413","OLIVEWOOD CONDO","Broward","2450 NE 15TH AVE, WILTON MANORS, FL 33305-1301","30","05/09/1980","Approved","Recorded","MA00000900","OLIVEWOOD CONDO ASSN","","2450 NE 15TH AVE","WILTON MANORS","FL","33305-1301"
"PR1S021205","63924","KENWOOD HALL CONDO","Broward","4451 NW 16 STREET, LAUDERHILL, FL 33313","33","08/11/1969","Approved","Recorded","MA00019707","KENWOOD HALL CONDO CORP., INC.","","4451 N.W. 16 STREET","LAUDERHILL","FL","33313"
"PR1S021687","64128","TROWBRIDGE A CONDO","Palm Beach","15878 LAKES OF DELRAY BLVD, DELRAY BEACH, FL 33484","36","03/24/1992","Approved","Recorded","MA00020122","TROWBRIDGE A CONDO ASSN INC","C/O PHOENIX MANAGEMENT SERVICES","6131 LAKE WORTH RD","GREENACRES","FL","33463"
"PR1S009920","58558","ST. ANDREWS FAIRWAY I","Palm Beach","4475 N OCEAN BLVD, DELRAY BEACH, FL 33483-7501","32","10/12/1973","Approved","Recorded","MA00006408","ST ANDREWS FAIRWAYS CONDO INC","","4475 N OCEAN BLVD","DELRAY BEACH","FL","33483"
"PR1S021978","64242","INNER CIRCLE CONDO ASSN LOT 1 & 8, BL G OF JOHN B REIDS VILLA","Palm Beach","301-315 VENETIAN DR, DELRAY BEACH, FL 33444","16","12/01/1972","Approved","Recorded","MA00020406","INNER CIRCLE CONDO ASSN","C/O RAUSCH PROPERTY MGMT GRP LLC","7000 W PALMETTO PARK RD","BOCA RATON","FL","33433"
"PR1S021986","64249","WATERVIEW APARTMENTS","Palm Beach","990 CASUARINA ROAD, DELRAY BEACH, FL 33483","8","11/15/1968","Approved","Recorded","MA00020414","WATERVIEW APARTMENTS ASSN","","990 CASUARINA RD","DELRAY BEACH","FL","33483"
"PR1S022185","64317","TAREYTON CONDO","Broward","2901 N.E. 33RD AVENUE, FORT LAUDERDALE, FL 33308","14","01/01/1972","Approved","Recorded","MA00020595","TAREYTON INC","","2901 NE 33RD AVE","FORT LAUDERDALE","FL","33308"
"PR1S018547","62692","PLAZA TOWERS NORTH","Broward","S OCEAN DR, HALLANDALE, FL 33009","204","01/01/1971","Approved","Recorded","MA00001423","CONDO ASSN OF PLAZA TOWERS NORTH INC","","1833 S OCEAN DR","HALLANDALE","FL","33009"
"PR1S018586","62723","CAMBRIDGE A CENTURY VILLAGE","Palm Beach","CAMBRIDGE A, WEST PALM BEACH, FL 33409","24","01/01/1972","Approved","Recorded","MA00000141","CAMBRIDGE A CONDO ASSOC INC","C/O SEACREST SERVICES INC.","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018676","62776","BERKSHIRE J","Palm Beach","CENTURY VILLAGE, WEST PALM BEACH, FL 33409","20","04/14/1975","Approved","Recorded","MA00001904","BERKSHIRE J ASSN","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018694","62790","GOLFVIEW OF GULFSTREAM","Palm Beach","3883 GULFSTREAM RD, GULF STREAM, FL 33483-7467","7","03/01/1973","Approved","Recorded","MA00000097","GOLFVIEW CLUB OF GULF-STREAM CONDO INC","","3883 GULFSTREAM RD","GULFSTREAM","FL","33483"
"PR1S018732","62816","HASTINGS E","Palm Beach","CENTURY VILLAGE, W. PALM BEACH, FL 33409","16","01/01/1974","Approved","Recorded","MA00006592","HASTINGS E CONDO ASSN INC","C/O SEACREST SERVICES INC","2101 CENTREPARK W DR","WEST PALM BEACH","FL","33409"
"PR1S018764","62834","FOREST VILLAS CONDO","Broward","28TH DR. FOREST HILLS BLVD, CORAL SPRINGS, FL 33065","64","10/04/1973","Approved","Recorded","MA00001449","FOREST VILLAS CONDO ASSOC INC","C/O BENCHMARK PROPERTY MANAGEMENT","7932 WILES RD","CORAL SPRINGS","FL","33067"
"PR1S018790","62850","GARDEN-AIRE VILLAGE","Broward","2601 NE 14TH STREET CSWY, POMPANO BEACH, FL 33062-8230","128","07/01/1968","Approved","Recorded","MA00009095","GARDEN-AIRE VILLAGE CONDO, INC.","","2601 NE 14TH STREET CSWY","POMPANO BEACH","FL","33062-8230"
"PR1S018807","62861","LA RENAISSANCE NO 1 CONDO","Palm Beach","3230 S OCEAN BLVD, PALM BEACH, FL 33480-5608","72","10/14/1968","Approved","Recorded","MA00001214","LA RENAISSANCE NO.1 CONDO, INC.","","3230 S OCEAN BLVD","PALM BEACH","FL","33480-5631"
"PR1S018833","62882","BEVERLY HILLS #10","Broward","5300 WASHINGTON ST #10, HOLLYWOOD, FL 33021-7752","60","11/02/1970","Approved","Recorded","MA00014581","BEVERLY HILLS CONDO #10 INC","C/O VIKTOR KRIVOCHEIKO","5300 WASHINGTON ST","HOLLYWOOD","FL","33021"
"PR1S018894","62921","PORTOFINO I C ASSN INC","Broward","3005 PORTOFINO ISLE, COCONUT CREEK, FL 33066-1203","56","01/01/1979","Approved","Recorded","MA00012883","PORTOFINO VILLAGE I C CONDO ASSN INC","C/O WYNMOOR COMMUNITY COUNCIL","1310 AVENUE OF THE STARS","COCONUT CREEK","FL","33066-1453"
"PR1S018929","62944","BEVERLY HILLS #3","Broward","5300 WASHINGTON ST #3, HOLLYWOOD, FL 33021-7752","30","07/10/1970","Approved","Recorded","MA00006287","BEVERLY HILLS CONDO #3 INC","C/O MYRTA PLASENCIA","5300 WASHINGTON STREET","HOLLYWOOD","FL","33021"
"PR1S018947","62959","COURT OF DELRAY","Broward","2220 S OCEAN BLVD, DELRAY BEACH, FL 33483-6458","44","11/05/1970","Approved","Recorded","MA00011849","COURT OF DELRAY CONDO ASSN INC","C/O GRS COMMUNITY MANAGEMENT","3900 WOODLAKE BLVD, SUITE 309","LAKE WORTH","FL","33463"
"PR1S019007","62999","BAY COLONY CLUB","Broward","6333 BAY CLUB DRIVE, FORT LAUDERDALE, FL 33308-1601","640","09/25/1969","Approved","Recorded","MA00014918","BAY COLONY CLUB CONDO ASSN INC","C/O PROPERTY MANAGER","6333 BAY CLUB DRIVE","FORT LAUDERDALE","FL","33308"
"PR1S019054","63024","FOURTH GULFSTREAM GARDENS","Broward","410 SE 2ND ST, HALLANDALE, FL 33009-5661","96","01/01/1973","Approved","Recorded","MA00000284","FOURTH GULFSTREAM GARDEN APTS CONDO INC","","410 SE 2ND ST, 4TH FL OFFICE","HALLANDALE BEACH","FL","33009"
"PR1S019103","63055","COASTAL GARDEN CONDO","Broward","630 LAYNE BLVD, HALLANDALE, FL 33009-6502","38","06/18/1971","Approved","Recorded","MA00001959","COASTAL GARDEN CONDO INC.","","630 LAYNE BLVD","HALLANDALE BEACH","FL","33009"
